תחנה:עצמאות חיפה -  , SO2      , PM1      , Spare    , TOLUENE  , Benzen   , 1,3 But  , SHT      , PM2.5    , PM10     , CO       , No2      , Nox      , No       , תאריך  \ שעה             
 , ppb      , g/m3µ    , None     , ppb      , ppb      , ppb      , °c       , µg/m3    , µg/m3    , ppm      , ppb      , ppb      , ppb      ,                          
 , 0.9      , 13       , Down     , 0.31     , 0.07     , Down     , Down     , 23.1     , NoData   , 0.3      , 17.3     , 22.1     , 4.5      , 15/06/2018 11:10         
 , 2.5      , 10       , Down     , 0.31     , 0.07     , Down     , Down     , 23.0     , NoData   , 0.3      , 19.8     , 25.3     , 5.8      , 15/06/2018 11:15         
 , 2.1      , 11       , Down     , 0.31     , 0.07     , Down     , Down     , 24.0     , NoData   , 0.3      , 11.4     , 13.7     , 2.4      , 15/06/2018 11:20         
 , 2.0      , 14       , Down     , 0.31     , 0.07     , Down     , Down     , 22.4     , NoData   , 0.3      , 9.4      , 12.2     , 3.0      , 15/06/2018 11:25         
 , 1.5      , 15       , Down     , 0.22     , 0.08     , Down     , Down     , 20.4     , NoData   , 0.3      , 7.2      , 9.3      , 2.0      , 15/06/2018 11:30         
 , 1.1      , 18       , Down     , 0.09     , 0.09     , Down     , Down     , 22.0     , NoData   , 0.3      , 4.8      , 5.2      , 0.3      , 15/06/2018 11:35         
 , 1.1      , 14       , Down     , 0.09     , 0.09     , Down     , Down     , 23.9     , NoData   , 0.3      , 6.4      , 7.9      , 1.5      , 15/06/2018 11:40         
 , 0.8      , 12       , Down     , 0.09     , 0.09     , Down     , Down     , 24.5     , NoData   , 0.3      , 8.7      , 10.4     , 1.7      , 15/06/2018 11:45         
 , 0.8      , 11       , Down     , 0.09     , 0.09     , Down     , Down     , 27.9     , NoData   , 0.3      , 7.8      , 11.1     , 3.1      , 15/06/2018 11:50         
 , 0.4      , 11       , Down     , 0.09     , 0.09     , Down     , Down     , 31.0     , NoData   , 0.3      , 10.8     , 13.0     , 2.6      , 15/06/2018 11:55         
 , 0.1      , 12       , Down     , 0.07     , 0.08     , Down     , Down     , 27.6     , NoData   , 0.3      , 12.5     , 16.7     , 4.1      , 15/06/2018 12:00         
 , 0.3      , 12       , Down     , 0.04     , 0.06     , Down     , Down     , 24.3     , NoData   , 0.3      , 9.2      , 11.5     , 1.9      , 15/06/2018 12:05         
 , 0.1      , 9        , Down     , 0.04     , 0.06     , Down     , Down     , 19.6     , NoData   , 0.3      , 8.8      , 10.3     , 2.0      , 15/06/2018 12:10         
 , 0.1      , 9        , Down     , 0.04     , 0.06     , Down     , Down     , 18.6     , NoData   , 0.3      , 7.0      , 9.2      , 2.1      , 15/06/2018 12:15         
 , 0.2      , 13       , Down     , 0.04     , 0.06     , Down     , Down     , 19.7     , NoData   , 0.3      , 7.0      , 9.0      , 2.2      , 15/06/2018 12:20         
 , 0.0      , 17       , Down     , 0.04     , 0.06     , Down     , Down     , 17.8     , NoData   , 0.3      , 5.8      , 7.0      , 1.1      , 15/06/2018 12:25         
 , 0.0      , 21       , Down     , 0.06     , 0.07     , Down     , Down     , 16.2     , NoData   , 0.3      , 5.0      , 6.3      , 1.3      , 15/06/2018 12:30         
 , 0.0      , 23       , Down     , 0.09     , 0.08     , Down     , Down     , 18.3     , NoData   , 0.3      , 4.8      , 5.2      , 0.4      , 15/06/2018 12:35         
 , 0.0      , 26       , Down     , 0.09     , 0.08     , Down     , Down     , 20.3     , NoData   , 0.3      , 5.9      , 7.5      , 1.4      , 15/06/2018 12:40         
 , 0.0      , 28       , Down     , 0.09     , 0.08     , Down     , Down     , 21.2     , NoData   , 0.3      , 6.5      , 7.5      , 1.2      , 15/06/2018 12:45         
 , 0.0      , 26       , Down     , 0.09     , 0.08     , Down     , Down     , 23.3     , NoData   , 0.3      , 5.9      , 7.2      , 1.2      , 15/06/2018 12:50         
 , 0.0      , 24       , Down     , 0.09     , 0.08     , Down     , Down     , 26.4     , NoData   , 0.3      , 4.9      , 5.5      , 0.7      , 15/06/2018 12:55         
 , 0.0      , 25       , Down     , 0.15     , 0.08     , Down     , Down     , 24.6     , NoData   , 0.3      , 4.0      , 4.7      , 0.6      , 15/06/2018 13:00         
 , 0.0      , 29       , Down     , 0.23     , 0.07     , Down     , Down     , 24.3     , NoData   , 0.3      , 4.7      , 5.2      , 0.5      , 15/06/2018 13:05         
 , 0.0      , 28       , Down     , 0.23     , 0.07     , Down     , Down     , 25.1     , NoData   , 0.3      , 4.4      , 5.2      , 0.8      , 15/06/2018 13:10         
 , 0.0      , 29       , Down     , 0.23     , 0.07     , Down     , Down     , 26.1     , NoData   , 0.3      , 3.9      , 4.6      , 0.7      , 15/06/2018 13:15         
 , 0.0      , 30       , Down     , 0.23     , 0.07     , Down     , Down     , 26.0     , NoData   , 0.3      , 4.1      , 4.5      , 0.4      , 15/06/2018 13:20         
 , 0.0      , 29       , Down     , 0.23     , 0.07     , Down     , Down     , 22.4     , NoData   , 0.3      , 3.9      , 4.6      , 0.7      , 15/06/2018 13:25         
 , 0.0      , 26       , Down     , 0.35     , 0.07     , Down     , Down     , 21.1     , NoData   , 0.3      , 3.6      , 4.4      , 0.7      , 15/06/2018 13:30         
 , 0.0      , 20       , Down     , 0.54     , 0.06     , Down     , Down     , 19.4     , NoData   , 0.3      , 5.6      , 7.3      , 1.7      , 15/06/2018 13:35         
 , 0.0      , 18       , Down     , 0.54     , 0.06     , Down     , Down     , 15.8     , NoData   , 0.3      , 4.4      , 5.2      , 0.7      , 15/06/2018 13:40         
 , 0.0      , 17       , Down     , 0.54     , 0.06     , Down     , Down     , 14.3     , NoData   , 0.3      , 6.5      , 8.2      , 1.6      , 15/06/2018 13:45         
 , 0.0      , 11       , Down     , 0.54     , 0.06     , Down     , Down     , 14.1     , NoData   , 0.3      , 3.9      , 4.5      , 0.8      , 15/06/2018 13:50         
 , 0.0      , 4        , Down     , 0.54     , 0.06     , Down     , Down     , 14.3     , NoData   , 0.3      , 5.1      , 6.0      , 0.9      , 15/06/2018 13:55         
 , 0.0      , -5       , Down     , 0.47     , 0.06     , Down     , Down     , 13.5     , NoData   , 0.3      , 8.0      , 10.3     , 2.2      , 15/06/2018 14:00         
 , 0.0      , -8       , Down     , 0.36     , 0.07     , Down     , Down     , 11.4     , NoData   , 0.3      , 7.1      , 8.3      , 1.3      , 15/06/2018 14:05         
 , 0.0      , -8       , Down     , 0.36     , 0.07     , Down     , Down     , 10.5     , NoData   , 0.3      , 7.0      , 9.1      , 1.9      , 15/06/2018 14:10         
 , 0.0      , -4       , Down     , 0.36     , 0.07     , Down     , Down     , 8.8      , NoData   , 0.3      , 6.6      , 8.4      , 2.0      , 15/06/2018 14:15         
 , 0.0      , -5       , Down     , 0.36     , 0.07     , Down     , Down     , 6.0      , NoData   , 0.3      , 4.6      , 5.5      , 0.9      , 15/06/2018 14:20         
 , 0.0      , -7       , Down     , 0.36     , 0.07     , Down     , Down     , 5.4      , NoData   , 0.3      , 6.4      , 8.6      , 2.2      , 15/06/2018 14:25         
 , 0.0      , -7       , Down     , 0.34     , 0.07     , Down     , Down     , 5.7      , NoData   , 0.3      , 5.8      , 7.2      , 1.4      , 15/06/2018 14:30         
 , 0.0      , -5       , Down     , 0.32     , 0.06     , Down     , Down     , 5.4      , NoData   , 0.3      , 5.6      , 7.9      , 2.2      , 15/06/2018 14:35         
 , 0.0      , -1       , Down     , 0.32     , 0.06     , Down     , Down     , 2.6      , NoData   , 0.3      , 6.5      , 8.3      , 1.8      , 15/06/2018 14:40         
 , 0.0      , 2        , Down     , 0.32     , 0.06     , Down     , Down     , 3.2      , NoData   , 0.3      , 5.7      , 6.8      , 1.2      , 15/06/2018 14:45         
 , 0.0      , 5        , Down     , 0.32     , 0.06     , Down     , Down     , 4.5      , NoData   , 0.3      , 3.9      , 4.3      , 0.5      , 15/06/2018 14:50         
 , 0.0      , 6        , Down     , 0.32     , 0.06     , Down     , Down     , 7.8      , NoData   , 0.3      , 3.2      , 3.5      , 0.2      , 15/06/2018 14:55         
 , 0.0      , 5        , Down     , 0.30     , 0.06     , Down     , Down     , 13.8     , NoData   , 0.3      , 4.3      , 5.0      , 0.7      , 15/06/2018 15:00         
 , 0.0      , 5        , Down     , 0.28     , 0.05     , Down     , Down     , 15.8     , NoData   , 0.3      , 3.9      , 4.7      , 0.8      , 15/06/2018 15:05         
 , 0.0      , 7        , Down     , 0.28     , 0.05     , Down     , Down     , 16.2     , NoData   , 0.3      , 5.9      , 7.5      , 1.5      , 15/06/2018 15:10         
 , 0.0      , 14       , Down     , 0.28     , 0.05     , Down     , Down     , 17.4     , NoData   , 0.3      , 4.0      , 4.8      , 1.0      , 15/06/2018 15:15         
 , 0.0      , 14       , Down     , 0.28     , 0.05     , Down     , Down     , 17.7     , NoData   , 0.3      , 3.4      , 3.7      , 0.3      , 15/06/2018 15:20         
 , 0.0      , 13       , Down     , 0.28     , 0.05     , Down     , Down     , 18.7     , NoData   , 0.3      , 5.4      , 6.5      , 1.1      , 15/06/2018 15:25         
 , 0.0      , 14       , Down     , 0.24     , 0.04     , Down     , Down     , 17.4     , NoData   , 0.3      , 2.8      , 2.9      , 0.0      , 15/06/2018 15:30         
 , 0.0      , 15       , Down     , 0.17     , 0.03     , Down     , Down     , 16.0     , NoData   , 0.3      , 4.3      , 4.9      , 0.6      , 15/06/2018 15:35         
 , 0.0      , 16       , Down     , 0.17     , 0.03     , Down     , Down     , 16.6     , NoData   , 0.3      , 6.1      , 7.3      , 1.1      , 15/06/2018 15:40         
 , 0.0      , 15       , Down     , 0.17     , 0.03     , Down     , Down     , 19.4     , NoData   , 0.3      , 6.0      , 7.7      , 1.8      , 15/06/2018 15:45         
 , 0.0      , 11       , Down     , 0.17     , 0.03     , Down     , Down     , 18.7     , NoData   , 0.3      , 5.5      , 6.1      , 0.6      , 15/06/2018 15:50         
 , 0.0      , 8        , Down     , 0.17     , 0.03     , Down     , Down     , 17.8     , NoData   , 0.3      , 3.3      , 3.3      , 0.1      , 15/06/2018 15:55         
 , 0.0      , 8        , Down     , 0.12     , 0.03     , Down     , Down     , 21.4     , NoData   , 0.3      , 4.2      , 4.7      , 0.4      , 15/06/2018 16:00         
 , 0.0      , 9        , Down     , 0.04     , 0.03     , Down     , Down     , 22.2     , NoData   , 0.3      , 5.3      , 6.2      , 0.8      , 15/06/2018 16:05         
 , 0.0      , 10       , Down     , 0.04     , 0.03     , Down     , Down     , 23.8     , NoData   , 0.3      , 5.9      , 7.2      , 1.4      , 15/06/2018 16:10         
 , 0.0      , 15       , Down     , 0.04     , 0.03     , Down     , Down     , 24.3     , NoData   , 0.3      , 5.4      , 6.3      , 0.8      , 15/06/2018 16:15         
 , 0.0      , 15       , Down     , 0.04     , 0.03     , Down     , Down     , 21.5     , NoData   , 0.3      , 5.5      , 6.3      , 0.8      , 15/06/2018 16:20         
 , 0.0      , 15       , Down     , 0.04     , 0.03     , Down     , Down     , 21.0     , NoData   , 0.3      , 3.9      , 4.1      , 0.3      , 15/06/2018 16:25         
 , 0.0      , 17       , Down     , 0.03     , 0.03     , Down     , Down     , 17.2     , NoData   , 0.3      , 4.8      , 5.4      , 0.5      , 15/06/2018 16:30         
 , 0.0      , 20       , Down     , 0.02     , 0.02     , Down     , Down     , 13.1     , NoData   , 0.3      , 4.9      , 5.3      , 0.5      , 15/06/2018 16:35         
 , 0.0      , 21       , Down     , 0.02     , 0.02     , Down     , Down     , 11.1     , NoData   , 0.3      , 6.0      , 6.9      , 0.9      , 15/06/2018 16:40         
 , 0.0      , 23       , Down     , 0.02     , 0.02     , Down     , Down     , 8.2      , NoData   , 0.3      , 4.2      , 4.5      , 0.2      , 15/06/2018 16:45         
 , 0.0      , 22       , Down     , 0.02     , 0.02     , Down     , Down     , 5.5      , NoData   , 0.3      , 4.6      , 4.9      , 0.4      , 15/06/2018 16:50         
 , 0.0      , 19       , Down     , 0.02     , 0.02     , Down     , Down     , 2.9      , NoData   , 0.3      , 5.4      , 6.2      , 0.7      , 15/06/2018 16:55         
 , 0.0      , 20       , Down     , 0.05     , 0.02     , Down     , Down     , 3.8      , NoData   , 0.3      , 6.0      , 6.7      , 0.7      , 15/06/2018 17:00         
 , 0.0      , 24       , Down     , 0.09     , 0.02     , Down     , Down     , 5.4      , NoData   , 0.3      , 9.3      , 10.8     , 1.5      , 15/06/2018 17:05         
 , 0.0      , 22       , Down     , 0.09     , 0.02     , Down     , Down     , 9.4      , NoData   , 0.3      , 6.7      , 7.4      , 0.9      , 15/06/2018 17:10         
 , 0.0      , 19       , Down     , 0.09     , 0.02     , Down     , Down     , 12.4     , NoData   , 0.3      , 5.2      , 5.4      , 0.2      , 15/06/2018 17:15         
 , 0.0      , 18       , Down     , 0.09     , 0.02     , Down     , Down     , 10.6     , NoData   , 0.3      , 6.3      , 6.8      , 0.4      , 15/06/2018 17:20         
 , 0.0      , 17       , Down     , 0.09     , 0.02     , Down     , Down     , 11.1     , NoData   , 0.3      , 5.2      , 5.4      , 0.4      , 15/06/2018 17:25         
 , 0.0      , 15       , Down     , 0.06     , 0.02     , Down     , Down     , 11.9     , NoData   , 0.3      , 4.6      , 4.7      , 0.1      , 15/06/2018 17:30         
 , 0.0      , 13       , Down     , 0.02     , 0.03     , Down     , Down     , 14.8     , NoData   , 0.3      , 4.7      , 5.9      , 1.3      , 15/06/2018 17:35         
 , 0.0      , 10       , Down     , 0.02     , 0.03     , Down     , Down     , 18.8     , NoData   , 0.3      , 2.8      , 2.5      , 0.0      , 15/06/2018 17:40         
 , 0.0      , 12       , Down     , 0.02     , 0.03     , Down     , Down     , 17.9     , NoData   , 0.3      , 4.1      , 4.1      , 0.0      , 15/06/2018 17:45         
 , 0.0      , 13       , Down     , 0.02     , 0.03     , Down     , Down     , 16.6     , NoData   , 0.3      , 4.6      , 4.6      , 0.0      , 15/06/2018 17:50         
 , 0.0      , 14       , Down     , 0.02     , 0.03     , Down     , Down     , 15.2     , NoData   , 0.3      , 4.0      , 3.9      , 0.0      , 15/06/2018 17:55         
 , 0.0      , 17       , Down     , 0.02     , 0.03     , Down     , Down     , 14.3     , NoData   , 0.3      , 3.3      , 3.0      , 0.0      , 15/06/2018 18:00         
 , 0.0      , 20       , Down     , 0.02     , 0.03     , Down     , Down     , 13.4     , NoData   , 0.3      , 3.4      , 3.3      , 0.0      , 15/06/2018 18:05         
 , 0.0      , 21       , Down     , 0.02     , 0.03     , Down     , Down     , 11.4     , NoData   , 0.3      , 3.6      , 3.3      , 0.0      , 15/06/2018 18:10         
 , 0.0      , 20       , Down     , 0.02     , 0.03     , Down     , Down     , 12.3     , NoData   , 0.3      , 2.7      , 2.4      , 0.0      , 15/06/2018 18:15         
 , 0.0      , 20       , Down     , 0.02     , 0.03     , Down     , Down     , 16.7     , NoData   , 0.3      , 5.7      , 5.5      , 0.0      , 15/06/2018 18:20         
 , 0.0      , 17       , Down     , 0.02     , 0.03     , Down     , Down     , 18.9     , NoData   , 0.3      , 5.5      , 5.1      , 0.0      , 15/06/2018 18:25         
 , 0.0      , 16       , Down     , 0.02     , 0.03     , Down     , Down     , 20.6     , NoData   , 0.3      , 5.1      , 5.1      , 0.0      , 15/06/2018 18:30         
 , 0.0      , 16       , Down     , 0.03     , 0.03     , Down     , Down     , 23.0     , NoData   , 0.3      , 4.9      , 5.1      , 0.2      , 15/06/2018 18:35         
 , 0.0      , 14       , Down     , 0.03     , 0.03     , Down     , Down     , 26.6     , NoData   , 0.3      , 4.5      , 4.1      , 0.0      , 15/06/2018 18:40         
 , 0.0      , 12       , Down     , 0.03     , 0.03     , Down     , Down     , 27.5     , NoData   , 0.3      , 3.5      , 3.1      , 0.0      , 15/06/2018 18:45         
 , 0.0      , 9        , Down     , 0.03     , 0.03     , Down     , Down     , 27.1     , NoData   , 0.3      , 6.8      , 6.8      , 0.0      , 15/06/2018 18:50         
 , 0.0      , 7        , Down     , 0.03     , 0.03     , Down     , Down     , 25.4     , NoData   , 0.3      , 5.1      , 4.8      , 0.0      , 15/06/2018 18:55         
 , 0.0      , 4        , Down     , 0.05     , 0.04     , Down     , Down     , 24.0     , NoData   , 0.3      , 5.9      , 5.5      , 0.0      , 15/06/2018 19:00         
 , 0.0      , 5        , Down     , 0.08     , 0.05     , Down     , Down     , 23.3     , NoData   , 0.3      , 5.4      , 5.3      , 0.0      , 15/06/2018 19:05         
 , 0.0      , 8        , Down     , 0.08     , 0.05     , Down     , Down     , 19.8     , NoData   , 0.3      , 3.4      , 3.0      , 0.0      , 15/06/2018 19:10         
 , 0.0      , 9        , Down     , 0.08     , 0.05     , Down     , Down     , 16.9     , NoData   , 0.3      , 2.2      , 1.7      , 0.0      , 15/06/2018 19:15         
 , 0.0      , 8        , Down     , 0.08     , 0.05     , Down     , Down     , 19.4     , NoData   , 0.3      , 4.0      , 3.7      , 0.0      , 15/06/2018 19:20         
 , 0.0      , 7        , Down     , 0.08     , 0.05     , Down     , Down     , 21.8     , NoData   , 0.3      , 6.6      , 6.4      , 0.0      , 15/06/2018 19:25         
 , 0.0      , 6        , Down     , 0.07     , 0.05     , Down     , Down     , 19.8     , NoData   , 0.3      , 6.3      , 6.0      , 0.0      , 15/06/2018 19:30         
 , 0.0      , 4        , Down     , 0.06     , 0.04     , Down     , Down     , 15.7     , NoData   , 0.3      , 6.3      , 5.9      , 0.0      , 15/06/2018 19:35         
 , 0.0      , 4        , Down     , 0.06     , 0.04     , Down     , Down     , 16.1     , NoData   , 0.3      , 3.6      , 3.2      , 0.0      , 15/06/2018 19:40         
 , 0.0      , 6        , Down     , 0.06     , 0.04     , Down     , Down     , 14.8     , NoData   , 0.3      , 5.4      , 5.3      , 0.0      , 15/06/2018 19:45         
 , 0.0      , 7        , Down     , 0.06     , 0.04     , Down     , Down     , 13.3     , NoData   , 0.3      , 7.5      , 7.6      , 0.1      , 15/06/2018 19:50         
 , 0.0      , 9        , Down     , 0.06     , 0.04     , Down     , Down     , 13.5     , NoData   , 0.3      , 6.3      , 5.9      , 0.0      , 15/06/2018 19:55         
 , 0.0      , 7        , Down     , 0.05     , 0.03     , Down     , Down     , 13.6     , NoData   , 0.3      , 3.9      , 3.4      , 0.0      , 15/06/2018 20:00         
 , 0.0      , 9        , Down     , 0.02     , 0.02     , Down     , Down     , 13.2     , NoData   , 0.3      , 4.7      , 5.0      , 0.3      , 15/06/2018 20:05         
 , 0.0      , 13       , Down     , 0.02     , 0.02     , Down     , Down     , 9.1      , NoData   , 0.3      , 3.2      , 3.0      , 0.0      , 15/06/2018 20:10         
 , 0.0      , 12       , Down     , 0.02     , 0.02     , Down     , Down     , 6.8      , NoData   , 0.3      , 3.4      , 3.0      , 0.0      , 15/06/2018 20:15         
 , 0.0      , 11       , Down     , 0.02     , 0.02     , Down     , Down     , 7.8      , NoData   , 0.3      , 5.0      , 5.3      , 0.2      , 15/06/2018 20:20         
 , 0.0      , 11       , Down     , 0.02     , 0.02     , Down     , Down     , 13.7     , NoData   , 0.4      , 9.5      , 11.6     , 1.7      , 15/06/2018 20:25         
 , 0.0      , 10       , Down     , 0.01     , 0.02     , Down     , Down     , 14.4     , NoData   , 0.4      , 12.5     , 13.7     , 1.1      , 15/06/2018 20:30         
 , 0.0      , 6        , Down     , 0.00     , 0.03     , Down     , Down     , 13.7     , NoData   , 0.4      , 13.7     , 15.3     , 1.6      , 15/06/2018 20:35         
 , 0.0      , 3        , Down     , 0.00     , 0.03     , Down     , Down     , 15.5     , NoData   , 0.3      , 17.2     , 17.6     , 0.6      , 15/06/2018 20:40         
 , 0.0      , 2        , Down     , 0.00     , 0.03     , Down     , Down     , 15.3     , NoData   , 0.4      , 15.9     , 16.2     , 0.2      , 15/06/2018 20:45         
 , 0.0      , 1        , Down     , 0.00     , 0.03     , Down     , Down     , 16.3     , NoData   , 0.3      , 9.7      , 9.5      , 0.0      , 15/06/2018 20:50         
 , 0.1      , 4        , Down     , 0.00     , 0.03     , Down     , Down     , 18.1     , NoData   , 0.3      , 20.3     , 20.9     , 0.2      , 15/06/2018 20:55         
 , 0.1      , 5        , Down     , 0.05     , 0.04     , Down     , Down     , 22.2     , NoData   , 0.4      , 26.8     , 27.8     , 0.6      , 15/06/2018 21:00         
 , 0.9      , 7        , Down     , 0.11     , 0.06     , Down     , Down     , 25.0     , NoData   , 0.4      , 32.6     , 34.9     , 2.5      , 15/06/2018 21:05         
 , 3.3      , 10       , Down     , 0.11     , 0.06     , Down     , Down     , 23.4     , NoData   , 0.3      , 26.3     , 26.2     , 0.1      , 15/06/2018 21:10         
 , 2.7      , 11       , Down     , 0.11     , 0.06     , Down     , Down     , 18.7     , NoData   , 0.3      , 20.0     , 20.1     , 0.1      , 15/06/2018 21:15         
 , 1.7      , 11       , Down     , 0.11     , 0.06     , Down     , Down     , 16.3     , NoData   , 0.3      , 16.0     , 15.5     , 0.0      , 15/06/2018 21:20         
 , 1.8      , 16       , Down     , 0.11     , 0.06     , Down     , Down     , 17.0     , NoData   , 0.3      , 10.7     , 10.3     , 0.0      , 15/06/2018 21:25         
 , 1.9      , 19       , Down     , 0.08     , 0.05     , Down     , Down     , 16.5     , NoData   , 0.3      , 12.5     , 12.7     , 0.2      , 15/06/2018 21:30         
 , 0.9      , 19       , Down     , 0.03     , 0.04     , Down     , Down     , 19.9     , NoData   , 0.3      , 10.9     , 10.5     , 0.0      , 15/06/2018 21:35         
 , 0.8      , 17       , Down     , 0.03     , 0.04     , Down     , Down     , 20.1     , NoData   , 0.3      , 8.3      , 7.8      , 0.0      , 15/06/2018 21:40         
 , 1.0      , 15       , Down     , 0.03     , 0.04     , Down     , Down     , 18.9     , NoData   , 0.4      , 10.6     , 10.9     , 0.3      , 15/06/2018 21:45         
 , 1.0      , 11       , Down     , 0.03     , 0.04     , Down     , Down     , 17.1     , NoData   , 0.3      , 10.7     , 10.6     , 0.0      , 15/06/2018 21:50         
 , 0.5      , 10       , Down     , 0.03     , 0.04     , Down     , Down     , 12.8     , NoData   , 0.3      , 11.6     , 11.2     , 0.0      , 15/06/2018 21:55         
 , 0.5      , 7        , Down     , 0.05     , 0.04     , Down     , Down     , 14.6     , NoData   , 0.4      , 9.4      , 9.3      , 0.0      , 15/06/2018 22:00         
 , 0.6      , 3        , Down     , 0.08     , 0.04     , Down     , Down     , 16.7     , NoData   , 0.4      , 8.2      , 7.6      , 0.0      , 15/06/2018 22:05         
 , 0.2      , 0        , Down     , 0.08     , 0.04     , Down     , Down     , 17.7     , NoData   , 0.3      , 4.9      , 4.6      , 0.0      , 15/06/2018 22:10         
 , 0.0      , -2       , Down     , 0.08     , 0.04     , Down     , Down     , 16.7     , NoData   , 0.4      , 9.6      , 10.6     , 0.8      , 15/06/2018 22:15         
 , 0.1      , -3       , Down     , 0.08     , 0.04     , Down     , Down     , 12.7     , NoData   , 0.4      , 10.9     , 10.7     , 0.0      , 15/06/2018 22:20         
 , 0.2      , 1        , Down     , 0.08     , 0.04     , Down     , Down     , 8.7      , NoData   , 0.3      , 6.2      , 5.7      , 0.0      , 15/06/2018 22:25         
 , 0.0      , 7        , Down     , 0.07     , 0.06     , Down     , Down     , 9.0      , NoData   , 0.4      , 9.1      , 10.0     , 0.5      , 15/06/2018 22:30         
 , 0.1      , 9        , Down     , 0.04     , 0.08     , Down     , Down     , 11.0     , NoData   , 0.4      , 13.2     , 13.4     , 0.6      , 15/06/2018 22:35         
 , 0.2      , 11       , Down     , 0.04     , 0.08     , Down     , Down     , 9.4      , NoData   , 0.3      , 8.8      , 8.8      , 0.0      , 15/06/2018 22:40         
 , 0.0      , 12       , Down     , 0.04     , 0.08     , Down     , Down     , 9.4      , NoData   , 0.3      , 8.7      , 8.3      , 0.0      , 15/06/2018 22:45         
 , 0.0      , 12       , Down     , 0.04     , 0.08     , Down     , Down     , 8.6      , NoData   , 0.3      , 8.5      , 8.0      , 0.0      , 15/06/2018 22:50         
 , 0.0      , 9        , Down     , 0.04     , 0.08     , Down     , Down     , 5.7      , NoData   , 0.4      , 10.7     , 10.6     , 0.0      , 15/06/2018 22:55         
 , 0.0      , 8        , Down     , 0.04     , 0.08     , Down     , Down     , 8.0      , NoData   , 0.4      , 10.8     , 10.5     , 0.0      , 15/06/2018 23:00         
 , 0.0      , 5        , Down     , 0.03     , 0.07     , Down     , Down     , 10.6     , NoData   , 0.4      , 11.5     , 11.4     , 0.0      , 15/06/2018 23:05         
 , 0.1      , 5        , Down     , 0.03     , 0.07     , Down     , Down     , 13.6     , NoData   , 0.4      , 12.3     , 12.5     , 0.4      , 15/06/2018 23:10         
 , 0.0      , 4        , Down     , 0.03     , 0.07     , Down     , Down     , 18.8     , NoData   , 0.4      , 11.3     , 11.5     , 0.0      , 15/06/2018 23:15         
 , 0.0      , 2        , Down     , 0.03     , 0.07     , Down     , Down     , 19.0     , NoData   , 0.4      , 11.3     , 10.9     , 0.0      , 15/06/2018 23:20         
 , 0.0      , 4        , Down     , 0.03     , 0.07     , Down     , Down     , 15.7     , NoData   , 0.4      , 12.7     , 14.5     , 1.4      , 15/06/2018 23:25         
 , 0.0      , 9        , Down     , 0.03     , 0.08     , Down     , Down     , 17.6     , NoData   , 0.4      , 14.7     , 14.9     , 0.4      , 15/06/2018 23:30         
 , 0.0      , 10       , Down     , 0.02     , 0.09     , Down     , Down     , 19.3     , NoData   , 0.4      , 14.7     , 14.9     , 0.2      , 15/06/2018 23:35         
 , 0.0      , 13       , Down     , 0.02     , 0.09     , Down     , Down     , 17.0     , NoData   , 0.4      , 10.4     , 10.5     , 0.2      , 15/06/2018 23:40         
 , 0.0      , 18       , Down     , 0.02     , 0.09     , Down     , Down     , 15.1     , NoData   , 0.6      , 16.9     , 23.8     , 6.5      , 15/06/2018 23:45         
 , 0.0      , 21       , Down     , 0.02     , 0.09     , Down     , Down     , 10.4     , NoData   , 0.4      , 13.1     , 14.7     , 2.0      , 15/06/2018 23:50         
 , 0.0      , 21       , Down     , 0.02     , 0.09     , Down     , Down     , 7.1      , NoData   , 0.4      , 11.8     , 12.3     , 0.3      , 15/06/2018 23:55         
 , 0.0      , 20       , Down     , 0.13     , 0.09     , Down     , Down     , 7.6      , NoData   , 0.4      , 13.1     , 13.6     , 0.6      , 15/06/2018 24:00         
 , 0.0      , 16       , Down     , 0.30     , 0.10     , Down     , Down     , 7.4      , NoData   , 0.4      , 9.0      , 8.8      , 0.0      , 16/06/2018 00:05         
 , 0.0      , 14       , Down     , 0.30     , 0.10     , Down     , Down     , 7.8      , NoData   , 0.6      , 19.0     , 24.2     , 4.5      , 16/06/2018 00:10         
 , 0.0      , 13       , Down     , 0.30     , 0.10     , Down     , Down     , 10.8     , NoData   , 0.7      , 24.8     , 31.9     , 7.5      , 16/06/2018 00:15         
 , 0.0      , 11       , Down     , 0.30     , 0.10     , Down     , Down     , 13.8     , NoData   , 0.5      , 17.3     , 18.9     , 1.7      , 16/06/2018 00:20         
 , 0.0      , 8        , Down     , 0.30     , 0.10     , Down     , Down     , 13.3     , NoData   , 0.7      , 20.4     , 28.3     , 7.3      , 16/06/2018 00:25         
 , 0.0      , 5        , Down     , 0.19     , 0.11     , Down     , Down     , 15.1     , NoData   , 0.8      , 29.5     , 53.8     , 24.3     , 16/06/2018 00:30         
 , 0.0      , 5        , Down     , 0.02     , 0.13     , Down     , Down     , 18.8     , NoData   , 1.0      , 28.2     , 41.2     , 13.2     , 16/06/2018 00:35         
 , 0.0      , 8        , Down     , 0.02     , 0.13     , Down     , Down     , InVld    , NoData   , 0.9      , 29.8     , 50.1     , 20.2     , 16/06/2018 00:40         
 , 0.0      , 12       , Down     , 0.02     , 0.13     , Down     , Down     , InVld    , NoData   , 0.9      , 27.6     , 47.7     , 19.9     , 16/06/2018 00:45         
